511	5	3	0	3	3	4	6	3	4	4	5	9	7	9	10	10	11	9	11	7	8	5	7	5	8	6	8	5	6
515	5	3	2	3	3	1	0	6	5	4	6	5	5	5	5	6	7	6	7	7	5	5	5	5	6	8	12	12	10
538	11	4	1	7	2	9	6	9	4	11	4	9	10	7	1	6	5	5	5	4	4	3	5	0	6	18	9	8	6
596	3	0	0	1	2	0	1	2	0	1	5	0	0	3	4	3	0	4	10	5	0	3	2	6	7	10	12	6	4
610	7	4	4	10	5	6	9	4	3	7	4	4	8	2	11	6	5	8	3	11	2	14	7	12	9	14	11	8	5
650	9	3	8	3	1	8	0	0	2	6	0	5	4	0	5	0	3	3	7	0	2	9	1	9	3	5	7	8	4
661	3	3	2	2	6	5	4	2	3	2	5	3	4	5	5	5	6	3	5	5	3	3	6	4	4	7	4	3	4
669	1	0	1	2	3	4	5	7	9	10	7	5	3	1	2	5	7	10	9	9	5	5	5	5	5	8	8	8	6
672	3	4	3	3	3	4	5	3	2	3	5	8	12	7	2	4	5	6	10	7	6	3	3	6	6	7	7	7	8
716	3	5	4	8	7	1	2	3	5	7	6	8	6	5	3	1	2	3	2	4	4	4	6	5	3	4	6	7	6
720	12	6	5	0	0	3	3	4	5	6	4	5	6	4	3	0	2	0	4	9	5	7	0	0	1	8	2	9	3
801	4	5	2	7	8	5	3	5	4	1	1	3	6	7	6	5	4	2	3	5	3	1	5	1	11	5	4	4	3
829	1	1	2	3	3	3	4	5	4	5	5	5	6	5	5	5	4	5	6	6	6	6	6	6	6	6	6	5	4
848	6	0	3	4	8	3	0	4	1	5	4	2	3	3	0	5	5	5	0	1	6	1	3	2	1	0	4	1	3
865	0	3	3	0	3	0	0	1	0	1	1	0	3	0	0	1	1	0	1	0	1	1	1	4	0	2	2	1	4
922	2	0	0	4	5	2	0	0	3	5	3	0	0	0	2	3	0	0	0	1	1	3	3	0	3	1	2	4	3
949	1	2	2	1	2	3	4	3	5	7	4	4	4	8	5	4	7	6	5	9	4	4	5	4	3	4	6	6	4
962	1	1	2	3	5	10	9	6	4	6	8	8	4	4	10	8	6	5	5	9	5	7	4	4	5	3	4	3	3
964	3	1	1	3	5	3	1	1	4	3	4	4	3	2	4	5	5	6	5	4	3	4	5	5	4	4	3	2	2
